,Entity,Year,Productivity,Life satisfaction in Cantril Ladder
655,Thailand,2015,11.716516,6.202000000000001
656,Thailand,2016,12.072452,6.074
657,Thailand,2017,12.848203,5.939
658,Turkey,2005,24.603884,4.718999999999999
659,Turkey,2007,30.054496999999998,5.622999999999999
660,Turkey,2008,31.684952000000003,5.118
661,Turkey,2009,31.046587,5.212999999999999
662,Turkey,2010,33.715973,5.49
663,Turkey,2011,36.188934,5.272
664,Turkey,2012,37.3279,5.309
665,Turkey,2013,39.193764,4.888
666,Turkey,2014,40.63913,5.58
667,Turkey,2015,43.169426,5.513999999999999
668,Turkey,2016,42.886115999999994,5.3260000000000005
669,Turkey,2017,44.460178000000006,5.607
670,United Kingdom,2005,44.554199,6.984
671,United Kingdom,2007,44.38929,6.8020000000000005
672,United Kingdom,2008,45.404144,6.986000000000001
673,United Kingdom,2009,43.292732,6.907
674,United Kingdom,2010,45.687309,7.029
675,United Kingdom,2011,46.154877,6.869
676,United Kingdom,2012,46.208519,6.881
677,United Kingdom,2013,47.605621,6.917999999999999
678,United Kingdom,2014,46.869606,6.757999999999999
679,United Kingdom,2015,47.818005,6.515
680,United Kingdom,2016,47.326240999999996,6.824
681,United Kingdom,2017,48.47868,7.103
682,United States,2006,57.924629,7.182
683,United States,2007,58.592964,7.513
684,United States,2008,59.200611,7.28
685,United States,2009,60.894161,7.1579999999999995
686,United States,2010,62.596642,7.164
687,United States,2011,62.718669999999996,7.115
688,United States,2012,63.184090000000005,7.026
689,United States,2013,63.722698,7.249
690,United States,2014,64.18695100000001,7.151
691,United States,2015,64.56395,6.864
692,United States,2016,64.71556899999999,6.803999999999999
693,United States,2017,65.51220699999999,6.992000000000001
694,Uruguay,2006,15.367106,5.7860000000000005
695,Uruguay,2007,16.298527,5.694
696,Uruguay,2008,17.669302,5.664
697,Uruguay,2009,18.677153,6.296
698,Uruguay,2010,21.182747,6.062
699,Uruguay,2011,22.009408999999998,6.553999999999999
700,Uruguay,2012,24.295664000000002,6.45
701,Uruguay,2013,24.682686,6.444
702,Uruguay,2014,25.307562,6.561
703,Uruguay,2015,25.210814000000003,6.627999999999999
704,Uruguay,2016,25.694904,6.171
705,Uruguay,2017,26.033661,6.336
706,Venezuela,2005,13.34609,7.17
707,Venezuela,2006,15.282747,6.525
708,Vietnam,2006,2.8026569,5.294
709,Vietnam,2007,3.1079249,5.422000000000001
710,Vietnam,2008,3.1511092,5.48
711,Vietnam,2009,2.9808087000000003,5.303999999999999
712,Vietnam,2010,3.4850792999999998,5.296
713,Vietnam,2011,3.629915,5.767
714,Vietnam,2012,3.7662969,5.535
715,Vietnam,2013,3.9935245999999998,5.023
716,Vietnam,2014,4.439292900000001,5.085
717,Vietnam,2015,4.4738555,5.0760000000000005
718,Vietnam,2016,4.502692700000001,5.062
719,Vietnam,2017,4.8189182,5.175
